,CrunchBase Ranking,Company Name/Organisation Name,Acquired by,About,Location,Number of Employees,Industry,IPO Status,Website,Founded Date,Headquarters,Founders,Operating Status,Hub Tags,Last Funding Type,Company Type,Investor Type,Investment Stage,Number of Investors,Number Funding Rounds,Total Funding Amount,Number of exits,Number of Lead Investors,Number of Acquisitions,Number of Current Team Members (core team),Number of Board Members/Advisors,Total Products Active,Product Downloads in the Last 30 Days,Active Tech Count,Monthly Visits,Monthly Visits Growth,Number of Articles,Number of Events,Number of Funds,Number of Investments,Number of Diversity Investments,Number of Exits,Related Hubs,Stock Symbol,IPO Date,Number of Sub,Organisations,Funding Rounds,Funds Raised (for VC),Number of Lead Investments
54,254,creatioglobal,NA,"['Creatio is a software company that provides a low-code customer relationship and process management platform.', 'Creatio is a software company that provides a low-code customer relationship and process management platform.\nThe company combines a low-code platform, CRM, and BPM in a single solution to accelerate sales, marketing, service, and operations for mid-size and large enterprises. It markets tools that include a low-code business processes management', 'platform that makes it possible for workers without coding skills to build enterprise apps with minimal effort, using a drag-and-drop user interface to guide them. The UI can be utilized to create complex business processes that help manage interactions between colleagues, clients, and partners.\nCreatio is recognized by top industry analysts, including Gartner and Forrester. It’s been included in five Gartner Magic Quadrants and seven Forrester Waves named a Leader in two Gartner Magic Quadrants — for Sales Force Automation and CRM Lead Management — in 2019 and 2020.\nIn 2013, Katherine Kostereva headquartered the company in Boston, Massachusetts.']","Boston, Massachusetts, United States",251-500,"['CRM', 'Developer Tools', 'Software']",Private,www.creatio.com,['2013'],"['Greater Boston Area, East Coast, New England']",['Katherine Kostereva'],['Active'],NA,['Venture - Series Unknown'],['For Profit'],NA,NA,2,1,$68M,NA,1,NA,39,NA,22,NA,45,"234,545",21.21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,255,logicmonitor,NA,"['LogicMonitor provides a cloud-based infrastructure monitoring and observability platform for on-premises, hybrid and multi-cloud environments.', 'business leaders see more, know more, and do more. For more information, visit www.logicmonitor.com.']","Santa Barbara, California, United States",501-1000,"['Cloud Infrastructure', 'Information Technology', 'IT Infrastructure', 'IT Management']",Private,www.logicmonitor.com,['2008'],"['West Coast, Western US']",['Steve Francis'],['Active'],NA,['Private Equity'],['For Profit'],NA,NA,1,NA,$142.9M,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,256,kroger,NA,"['Kroger distributes and merchandises food, pharmacy, health and personal care items, seasonal merchandise, and related products and services.', 'customers.']","Cincinnati, Ohio, United States",10001+,"['Grocery', 'Logistics', 'Retail']",Public,www.kroger.com,['1883'],"['Great Lakes, Midwestern US']",['Bernard Kroger'],['Active'],NA,['Post-IPO Equity'],['For Profit'],NA,NA,1,1,$550M,NA,1,11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,257,snaptravel,NA,"['Snapcommerce is a commerce platform that connects price-conscious consumers to the right product deals.', ""Snapcommerce is a message-driven commerce platform that connects price-conscious consumers to the right product deals - so they can save money and spend more time on what is important to them. The Snapcommerce engine can generate and deliver personalized deal recommendations for each customer.\nThe company's first product is Snaptravel, which"", 'enables customers to book flight and hotel deals.\nSnapcommerce leverages technology to develop products that deliver high-quality customer value and experience.']","Toronto, Ontario, Canada",51-100,"['Artificial Intelligence', 'E-Commerce', 'Hotel', 'Messaging', 'Mobile Apps', 'Price Comparison', 'Travel']",Private,www.snapcommerce.com/,['2016'],['Great Lakes'],"['Henry Shi, Hussein Fazal']",['Active'],NA,['Series B'],['For Profit'],NA,NA,17,5,$101.4M,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,258,wayfair,NA,"['Wayfair is an online retailer of home products for bedroom, living room, kitchen and dining, home entertainment, bathroom, and more.', 'Wayfair is the largest pure-play online retailer of home goods in the US. Key categories for the company include furniture, decor, kitchen & dining products, home improvement, patio & garden, and baby.\nThe company, founded in 2002 as CSN Stores, is based in Boston, MA, and has additional offices in Utah, Kentucky, New York, Galway,', ""Ireland, London, England and Berlin, Germany. Wayfair employs over 2,300 people across those offices.\nIn 2014, Wayfair's sales exceeded $1.3 billion.""]","Boston, Massachusetts, United States",5001-10000,"['E-Commerce', 'Furniture', 'Home Decor', 'Retail']",Public,www.wayfair.com,"['Aug 1, 2002']","['Greater Boston Area, East Coast, New England']","['Niraj Shah, Steve Conine']",['Active'],NA,['Post-IPO Debt'],['For Profit'],NA,NA,5,4,$1.7B,NA,2,4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,259,clara-foods,NA,"[""Clara makes real animal protein without the use of a single animal – starting with the world's first chickenless egg proteins."", ""agriculture with a more sustainable, kinder and healthier alternative. Clara Foods is on a mission to decouple the world's most powerful proteins from the animals that make them.""]","South San Francisco, California, United States",Nov-50,"['Food Processing', 'Nutrition', 'Sustainability']",Private,www.clarafoods.com/,['2015'],"['San Francisco Bay Area, West Coast, Western US']","['Arturo Elizondo, David Anchel']",['Active'],NA,['Series B'],['For Profit'],NA,NA,14,4,$56.8M,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,260,gong-io,NA,"['Gong.io is a revenue intelligence platform that delivers insights at scale.', 'such as Cisco WebEx, GoToMeeting, and Zoom, and then links the results to CRM systems, enabling organizations to save time, increase win rates, improve strategic decision-making, and increase revenue.\nFounded in 2015, the company is headquartered in San Francisco, California.']","San Francisco, California, United States",251-500,"['Artificial Intelligence', 'CRM', 'Information Technology', 'Machine Learning', 'Sales', 'Software']",Private,www.gong.io/,['2015'],"['San Francisco Bay Area, West Coast, Western US']","['Amit Bendov, Eilon Reshef']",['Active'],NA,['Series D'],['For Profit'],NA,NA,11,6,$333M,NA,6,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,261,neuralink,NA,"['Neuralink is developing ultra high bandwidth brain-machine interfaces to connect humans and computers.', 'Neuralink is developing the capabilities of the brain through technological augmentation. A ""neural lace” would be surgically connected to a human brain and allow a user to interact with a computer without the bandwidth challenges that come with current input methods, including keyboards, mice and trackpads.\nNeuralink will explore how brain', 'interfaces might alleviate the symptoms of dangerous and chronic medical conditions.\nSource: TechCrunch']","San Francisco, California, United States",51-100,"['Artificial Intelligence', 'Health Care', 'Machine Learning', 'Medical', 'Neuroscience']",Private,www.neuralink.com/,['Jul 2016'],"['San Francisco Bay Area, West Coast, Western US']","['Elon Musk, Max Hodak']",['Active'],NA,['Series B'],['For Profit'],NA,NA,1,2,$158M,NA,1,NA,1,NA,8,NA,24,"356,522",-1.22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,262,aifi-c8f8,NA,"['AiFi is an information technology company that specializes in developing store automation systems.', 'many more!\nAifi also offers a NanoStore, built to provide a tiny footprint, modular, plug-and-play automated store of the future that can operate, unstaffed, 24/7. NanoStores deliver faster, more convenient shopping near homes, offices, schools, and transit centers. For more information, visit aifi.com.\nThe company was founded in 2016 and headquartered in Santa Clara, California.']","Santa Clara, California, United States",101-250,"['Artificial Intelligence', 'Computer Vision', 'Machine Learning', 'Retail Technology', 'Shopping', 'Software']",Private,www.aifi.com/,['2016'],"['San Francisco Bay Area, Silicon Valley, West Coast']","['Steve Gu, Ying Zheng']",['Active'],NA,['Series B'],['For Profit'],NA,NA,10,NA,$29.5M,NA,NA,NA,8,NA,12,NA,30,"3,519",194.48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,263,bridgebio,NA,"['BridgeBio focuses on genetic disease therapies and develops those assets with the right approach in supporting R&D.', 'BridgeBio is a biotechnology company that focuses on genetic disease therapies and develops those assets with the right approach in supporting R&D.']","Palo Alto, California, United States",101-250,"['Biotechnology', 'Life Science', 'Medical', 'Pharmaceutical']",Public,bridgebio.com/,['2014'],"['San Francisco Bay Area, Silicon Valley, West Coast']",['Neil Kumar'],['Active'],NA,['Post-IPO Secondary'],['For Profit'],NA,NA,NA,7,$1.2B,2,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
64,264,bp-3,NA,"['BP delivers heat, light and mobility products and services to people all around the world.', 'will help to drive the transition to a lower carbon future.']","London, England, United Kingdom",10001+,"['Energy', 'Industrial', 'Oil and Gas']",Public,www.bp.com/,"['Apr 14, 1909']",NA,NA,['Active'],NA,['Post-IPO Debt'],['For Profit'],NA,NA,NA,1,$12B,8,NA,9,48,NA,32,"2,718",99,"2,789,961",-6.82%,NA,NA,NA,25,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
65,265,fluid-market,NA,"['Fluid Truck provides a platform for businesses and consumers to rent trucks on-demand via web or mobile app.', '24/7, 365 days a year.\nFluid Truck was founded in 2016 and is based in Denver, Colorado.']","Denver, Colorado, United States",101-250,"['Apps', 'Automotive', 'Logistics', 'Rental', 'Transportation']",Private,www.fluidtruck.com/,['Jan 2016'],"['Greater Denver Area, Western US']","['James Eberhard, Jennifer Snyder']",['Active'],NA,['Series A'],['For Profit'],NA,NA,8,2,$64.7M,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,266,fluid-market,NA,"['Fluid Truck provides a platform for businesses and consumers to rent trucks on-demand via web or mobile app.', '24/7, 365 days a year.\nFluid Truck was founded in 2016 and is based in Denver, Colorado.']","Denver, Colorado, United States",101-250,"['Apps', 'Automotive', 'Logistics', 'Rental', 'Transportation']",Private,www.fluidtruck.com/,['Jan 2016'],"['Greater Denver Area, Western US']","['James Eberhard, Jennifer Snyder']",['Active'],NA,['Series A'],['For Profit'],NA,NA,8,2,$64.7M,NA,1,NA,3,NA,16,NA,23,"19,345",-34.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,267,career-karma,NA,"['Career Karma helps people find career advice and job training to navigate their careers.', 'Career Karma is the easiest way to find a job training program online. Over 1 million workers navigate their careers every month through advice and coaching.\nBy offering free coaching and peer mentorship, Career Karma has grown to over 150,000 members from every background and profession.\nThrough its directory of 9,000 boot camps and trade', 'schools, career switchers discover training programs by comparing courses and reading student reviews.\nThe Career Karma mobile app makes your decision even easier. In the app, you can connect with current students and alumni to find your ideal program and get prepared for admission.']","San Francisco, California, United States",51-100,"['Career Planning', 'Social Network', 'Training']",Private,careerkarma.com/,['Apr 2018'],"['San Francisco Bay Area, West Coast, Western US']","['Artur Meyster, Ruben Harris, Timur Meyster']",['Active'],NA,['Series A'],['For Profit'],NA,NA,37,NA,$11.9M,NA,NA,NA,3,NA,27,NA,29,"917,445",-7.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,268,glassdoor,NA,"['Glassdoor is a job and recruiting sites that operates online jobs and career community.', 'Rich Barton, Robert Hohman, and Tim Besse founded June 2007, with its headquarters in Mill Valley in California. Glassdoor operates worldwide.']","Mill Valley, California, United States",501-1000,"['Career Planning', 'Digital Media', 'Employment', 'Recruiting', 'Social Media']",Private,glassdoor.com,['Jun 2007'],"['San Francisco Bay Area, West Coast, Western US']","['Rich Barton, Robert Hohman, Tim Besse']",['Active'],NA,['Secondary Market'],['For Profit'],NA,NA,11,10,$204.5M,5,7,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
69,269,emotive-6026,NA,"['Emotive is a conversational texting platform for eCommerce brands, enabling two way text message communication at scale.', ""Emotive is a computer software company that provides SaaS, Mobile Marketing, NLP, machine learning, and B2B. The company's platform converts cold leads into educated customers through emotionally intelligent text message conversations, enabling organizations to build human relationships and connections.\nIt was founded in 2018 and"", 'headquartered in Los Angeles, California.']","Los Angeles, California, United States",Nov-50,"['B2B', 'B2C', 'Marketing Automation', 'Natural Language Processing', 'SaaS']",Private,emotive.io/,['Nov 2018'],"['Greater Los Angeles Area, West Coast, Western US']","['Brian Zatulove, Zach Wise']",['Active'],NA,['Series B'],['For Profit'],NA,NA,9,NA,$58.2M,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,270,ip-group-plc,NA,"['IP Group is a IP commercialisation company specialising in evolving great ideas into world-changing businesses.', ""value out of them, or identifying and establishing appropriate commercial partnerships to do so. IP Group's extensive expertise in this area combined with its inside knowledge of both industry and finance have enabled the group to create a formidable track record of consistently delivering excellent results for their companies, for their partners and for their shareholders.""]","London, England, United Kingdom",101-250,"['Financial Services', 'Intellectual Property']",NA,www.ipgroupplc.com,['2001'],NA,"['David Norwood, Michael Burychka']",['Active'],NA,['Post-IPO Equity'],['For Profit'],NA,NA,NA,NA,NA,17,NA,5,NA,NA,14,NA,24,"6,323",-29.84%,NA,NA,3,217,5,17,NA,['LSE:IPO'],NA,NA,NA,NA,NA,NA
71,271,payoneer,NA,"['Payoneer empowers global commerce by connecting businesses, professionals, countries and currencies with its cross-border payment platform.', ""payments. Additionally, thousands of leading corporations including Google, Airbnb, Elance-oDesk and Getty Images rely on Payoneer's mass payout services.\nWith Payoneer's fast, flexible, secure and low-cost solutions, businesses and professionals in both developed and emerging markets can now pay and get paid globally as easily as they do locally. Founded in 2005 and based in New York, Payoneer is venture-backed, profitable and ranked in the top 100 of Inc. 5000's Financial Services companies.""]","New York, New York, United States",1001-5000,"['B2B', 'E-Commerce', 'Finance', 'Financial Services', 'FinTech', 'Internet', 'Mobile', 'Payments']",Private,www.payoneer.com,['2005'],"['Greater New York Area, East Coast, Northeastern US']",['Yuval Tal'],['Active'],NA,['Series E'],['For Profit'],NA,NA,18,13,$270M,NA,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,272,unity-technologies,NA,"['Unity Technologies provides multiplatform tools and services to developers of interactive content.', 'Unity Technologies provides multiplatform tools and services to developers of interactive content.\nIt is the creator of the real-time 3D development platform, giving users powerful and accessible tools to create, operate, and monetize experiences for the real-time world. Unity empowers anyone, regardless of skill level and industry, to create 3D', 'visual content using technology, operate using resources that maximize ease-of-use, and monetize, so that they can find success with their creations.\nIn 2004, David Helgason, Joachim Ante, and Nicholas Francis launched Unity Technologies in San Francisco, California.']","San Francisco, California, United States",1001-5000,"['Augmented Reality', 'Developer Platform', 'Mobile Apps', 'Virtual Reality']",Public,unity.com/,"['Aug 2, 2004']","['San Francisco Bay Area, West Coast, Western US']","['David Helgason, Joachim Ante, Nicholas Francis']",['Active'],NA,['Secondary Market'],['For Profit'],NA,NA,17,9,$1.3B,NA,5,18,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,273,laboratory-corporation-of-america,NA,"['LabCorp is a leading global life sciences company.', 'companies.']","Burlington, North Carolina, United States",10001+,"['Biotechnology', 'Health Care', 'Hospital', 'Life Science', 'Medical']",Public,www.labcorp.com/,"['Sep 5, 1978']","['East Coast, Southern US']",NA,['Active'],NA,['Post-IPO Debt'],['For Profit'],NA,NA,NA,1,$850M,2,NA,24,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
74,274,bigcommerce,NA,"['BigCommerce is a SaaS provider for merchants running online businesses.', 'BigCommerce is a cloud e-commerce platform for established and rapidly-growing businesses. It combines enterprise functionality, an open architecture, and app ecosystem, and market-leading performance. BigCommerce enables businesses to grow online sales with 80% less cost, time, and complexity than on-premise software.\nBigCommerce powers B2B and', 'B2C e-commerce for more than 60,000 brands, 2,000+ mid-market businesses, 30 Fortune 1000 companies, and industry-leading brands, including Assurant, Ben & Jerry’s, Paul Mitchell, Skullcandy, Sony, and Toyota.']","Austin, Texas, United States",501-1000,"['Business Development', 'E-Commerce', 'Enterprise Software', 'Retail', 'SaaS']",Public,www.bigcommerce.com,"['Jan 1, 2009']",['Southern US'],"['Eddie Machaalani, Mitchell Harper']",['Active'],NA,['Post-IPO Equity'],['For Profit'],NA,NA,11,8,$564.2M,NA,5,1,16,NA,89,NA,137,"7,614,199",-2.97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,275,konghq,NA,"['Kong is a SaaS company offering the industry-leading service connectivity platform designed for modern architectures', ""Kong powers APIs and microservices with the world's most popular open source API gateway and industry-leading service connectivity platform. Kong is funded by leading VC firms, including Index Ventures, a16z, CRV, GGV, Tiger Global, WiL, Stanford University, Jeff Bezos and Eric Schmidt.""]","San Francisco, California, United States",101-250,"['Cloud Computing', 'Cloud Data Services', 'Developer APIs', 'Enterprise Software', 'Open Source', 'Software']",Private,konghq.com/,['2017'],"['San Francisco Bay Area, West Coast, Western US']","['Augusto Marietti, Marco Palladino, Michele Zonca']",['Active'],NA,['Series D'],['For Profit'],NA,NA,23,6,$169.1M,NA,5,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,276,pipefy,NA,"['Pipefy specializes in the fields of process management, workflow, process automation, and task management.', 'Pipefy specializes in the fields of process management, workflow, process automation, and task management. Through a simple Kanban-style interface companies can achieve process excellence without the need for IT, technical skills, or professional services.\nIts fully customizable platform helps teams attain higher levels of productivity and', 'efficiency by setting clear execution standards for every step of each process.\nPipefy was founded in 2015 by Alessio Alionço, a former mergers and acquisitions consultant. Its headquarters is based in San Francisco in California.']","San Francisco, California, United States",251-500,"['Information Technology', 'SaaS', 'Sales Automation', 'Software', 'Task Management']",Private,www.pipefy.com,['2013'],"['San Francisco Bay Area, West Coast, Western US']","['Alessio Alionco, Kelvin Stinghen, Leandro Johann, Magnus Arantes']",['Active'],NA,['Series B'],['For Profit'],NA,NA,16,5,$63.7M,NA,3,NA,12,NA,32,"2,184",78,"829,662",-14.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,277,bitmain,NA,"['Bitmain is a design and manufacture of high performance computing chips and software.', 'Bitmain is a manufacturer of Bitcoin mining hardware and other related services.\nBitmain was founded by several of the digital currency industry’s earliest players, and their team is comprised of passionate and pedigreed engineers, financial experts, and Bitcoin enthusiasts.\nBitmain is headquartered in Beijing and has offices in San Francisco,', 'Tel Aviv, Hong Kong, Chengdu and Shenzhen.']","Beijing, Beijing, China",101-250,"['Application Specific Integrated Circuit (ASIC)', 'Bitcoin', 'Electronics', 'Manufacturing', 'Semiconductor']",Private,www.bitmain.com,['2013'],['Asia-Pacific (APAC)'],"['Jihan Wu, Micree Zhan']",['Active'],NA,['Series B'],['For Profit'],NA,NA,12,NA,$764.7M,NA,NA,1,7,NA,20,NA,57,"700,100",42.40%,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,278,grubhub,NA,"['Grubhub is a online and mobile food ordering and delivery marketplace dedicated to connecting diners with local restaurants.', 'technology, easy-to-use platforms and an improved delivery experience. Grubhub features nearly 300,000 restaurants and is proud to partner with more than 200,000 of these restaurants in over 4,000 U.S. cities. The Grubhub portfolio of brands includes Grubhub, Seamless, LevelUp, AllMenus and MenuPages.']","Chicago, Illinois, United States",1001-5000,"['Apps', 'E-Commerce', 'Food and Beverage', 'Food Delivery', 'Internet', 'Marketplace', 'Mobile Apps', 'Restaurants']",Public,www.grubhub.com,['2004'],"['Greater Chicago Area, Great Lakes, Midwestern US']","['Jason Finger, Matt Maloney, Mike Evans']",['Active'],NA,['Post-IPO Equity'],['For Profit'],NA,NA,10,8,$284.1M,NA,7,13,14,NA,46,NA,126,"30,753,852",-2.39%,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,279,hsbc,NA,"['HSBC is a British banking and financial services organization that offers a comprehensive range of services.', ""HSBC is one of the banking and financial services organisations in the world. HSBC's international network comprises around 8,000 offices in 87 countries and territories in Europe, the Asia-Pacific region, the Americas, the Middle East and Africa.\nWith listings on the London, Hong Kong, New York, Paris and Bermuda stock exchanges, shares in"", 'HSBC Holdings plc are held by around 220,000 shareholders in 119 countries and territories. The shares are traded on the New York Stock Exchange in the form of American Depositary Receipts. Through an international network linked by advanced technology, including a rapidly growing e-commerce capability, HSBC provides a comprehensive range of financial services: personal financial services; commercial banking; corporate, investment banking and markets; private banking; and other activities.']","London, England, United Kingdom",10001+,"['Banking', 'Finance', 'Financial Services']",Public,www.hsbc.com,"['Jan 1, 1865']",NA,['Thomas Sutherland'],['Active'],NA,NA,['For Profit'],NA,NA,NA,NA,NA,18,NA,2,110,NA,46,"255,174",89,"5,621,572",8.13%,NA,NA,NA,112,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
80,280,udemy,NA,"['Udemy is an online learning platform that helps students, companies, and governments gain the skills they need to reach their goals.', 'programming and data science to leadership and team building. For companies, Udemy for Business offers an employee training and development platform with subscription access to 8,500+ courses, learning analytics, as well as the ability to host and distribute their own content. Udemy for Government is designed to upskill workers and prepare them for the jobs of tomorrow. Eighty percent of Fortune 100 companies trust Udemy for employee upskilling. Udemy is privately held and headquartered in San Francisco with offices in Denver, Brazil, India, Ireland, and Turkey. Udemy investors include Insight Partners, Prosus (Naspers Ventures), Norwest Venture Partners, Stripes, and Benesse Holdings.']","San Francisco, California, United States",501-1000,"['E-Learning', 'EdTech', 'Education', 'Training']",Private,www.udemy.com,['2009'],"['San Francisco Bay Area, West Coast, Western US']","['Eren Bali, Gagan Biyani, Oktay Caglar']",['Active'],NA,['Secondary Market'],['For Profit'],NA,NA,23,11,$296.5M,NA,9,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,281,sonos,NA,"['Sonos is a wireless multi-room music system enabling users to play music anywhere in the house and control it using a smartphone.', 'Sonos is a developer of wireless multi-room music systems for the home. The Sonos Multi-Room Music System is the first, wireless multi-room music system that plays all kinds of music and is able to control it. Sonos liberates the music stored on a computer so it can be enjoyed all over the house.\nIn addition, by partnering with audio services like', 'Audible.com, Last.FM, Napster, Pandora, RadioTime, Rhapsody, SIRIUS Internet Radio, and more, Sonos gives music lovers instant, computer-free access to millions of songs, thousands of radio stations, audiobooks, and more.']","Santa Barbara, California, United States",251-500,"['Audio', 'Consumer Electronics', 'Hardware', 'Music', 'Software', 'Wireless']",Public,www.sonos.com,"['Jun 30, 2002']","['West Coast, Western US']","['Craig Shelburne, John MacFarlane, Thomas Cullen, Trung Mai']",['Active'],NA,['Secondary Market'],['For Profit'],NA,NA,7,10,$455.2M,NA,3,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,282,sonos,NA,"['Sonos is a wireless multi-room music system enabling users to play music anywhere in the house and control it using a smartphone.', 'Sonos is a developer of wireless multi-room music systems for the home. The Sonos Multi-Room Music System is the first, wireless multi-room music system that plays all kinds of music and is able to control it. Sonos liberates the music stored on a computer so it can be enjoyed all over the house.\nIn addition, by partnering with audio services like', 'Audible.com, Last.FM, Napster, Pandora, RadioTime, Rhapsody, SIRIUS Internet Radio, and more, Sonos gives music lovers instant, computer-free access to millions of songs, thousands of radio stations, audiobooks, and more.']","Santa Barbara, California, United States",251-500,"['Audio', 'Consumer Electronics', 'Hardware', 'Music', 'Software', 'Wireless']",Public,www.sonos.com,"['Jun 30, 2002']","['West Coast, Western US']","['Craig Shelburne, John MacFarlane, Thomas Cullen, Trung Mai']",['Active'],NA,['Secondary Market'],['For Profit'],NA,NA,7,NA,$455.2M,NA,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,283,satellogic,NA,"['Satellogic will democratize access to space-based services by dramatically reducing the barriers to obtain real-time satellite data.', 'right price point.']","Palo Alto, California, United States",101-250,"['Network Hardware', 'Real Time', 'Satellite Communication']",Private,www.satellogic.com,['2010'],"['San Francisco Bay Area, Silicon Valley, West Coast']","['Andrew Fursman, Emiliano Kargieman']",['Active'],NA,['Series C'],['For Profit'],NA,NA,10,4,$110M,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,284,j%C3%BCsto,NA,"['Jüsto is an online delivery-only supermarket chain.', ""Jüsto is an online delivery-only grocery store chain that offers a wide range of fruits, vegetables, meat products, beauty products, and house supplies that can be delivered at every consumers' doorstep. The company was founded in 2019 and is based in Mexico City.""]","Mexico City, Distrito Federal, Mexico",251-500,"['Consumer Goods', 'Delivery', 'E-Commerce', 'Food and Beverage', 'Grocery']",Private,justo.mx/,['May 2019'],['Latin America'],"['Ricardo Martinez Finger, Ricardo Weder']",['Active'],NA,['Series A'],['For Profit'],NA,NA,18,NA,$92M,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,285,mdlive,NA,"['MDLIVE is a telehealth provider of online and on-demand healthcare delivery services and software.', 'MDLIVE, formerly MDLiveCare, is a telehealth provider of online and on-demand healthcare delivery services and software that benefit patients, hospitals, employers, payers, physician practice groups, and accountable care organizations.']","Miramar Beach, Florida, United States",251-500,"['Health Care', 'Hospital', 'Medical', 'mHealth', 'Virtual Workforce']",Private,mdlive.com,['2009'],"['East Coast, Southern US']","['Dr Steve Gurland, Randy Parker']",['Active'],NA,['Private Equity'],['For Profit'],NA,NA,11,NA,$198.6M,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,286,studypad-splash-math,NA,"['SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.', 'SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five. It is available across platforms the Web, App Store, and Play Store.\nThe company aims to replace books and videos with game-based learning and offers more than 4,000 games in its system. With data from 3+ billion', ""completed activities, SplashLearn's adaptive algorithm offers each child a personalized learning experience that is fun and immersive. SplashLearn's platform gives 15 to 20 minutes of personalized studying expertise to every learner each day and charges only $12 a month to parents for its service. Alternatively, the service is free for schools.\nBacked by Accel Partners and OWL Ventures, SplashLearn has bagged prestigious ed-tech awards such as the NASSCOM Emerge50, Parents Choice, and Best App Ever and has been consistently featured among the best apps on the App Store.\nIt was launched in San Francisco, California by Indian Institute of Technology (IIT) graduates Arpit Jain, Joy Deep Nath, Mayank Jain, and Umang Jain in 2011.""]","San Francisco, California, United States",101-250,"['E-Learning', 'EdTech', 'Education', 'Mobile Apps']",Private,www.splashlearn.com,['2010'],"['San Francisco Bay Area, West Coast, Western US']","['Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain']",['Active'],NA,['Series C'],['For Profit'],NA,NA,2,NA,$25M,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
